artist_name,track_name,genre,region,country,subscription_type,streams,active_listeners,completion_rate,month
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,251499,19868,0.79,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,117573,6070,0.42,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,91310,5536,0.48,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,172459,12346,0.37,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,103867,7235,0.57,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,197512,22155,0.39,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,190555,18748,0.68,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,85170,6381,0.35,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,399945,22830,0.88,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,186060,19992,0.57,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,101705,5143,0.73,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,103659,5446,0.34,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,333148,32403,0.85,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,20900,1275,0.45,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,201153,20236,0.69,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,47649,4418,0.48,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,268175,15537,0.7,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,124245,7135,0.44,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,213283,12051,0.54,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,202419,22134,0.46,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,177956,18074,0.95,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Free,105768,12386,0.63,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Brazil,Premium,119573,14249,0.48,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,155337,12643,0.64,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,205398,15815,0.87,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,62696,3296,0.3,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,392339,36515,0.93,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,72462,6772,0.47,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,227785,19115,0.87,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,76479,4083,0.72,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,366773,20515,0.89,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,51825,3433,0.34,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,117550,7519,0.63,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,112745,8005,0.45,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,153509,9180,0.84,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,34582,3521,0.69,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,174132,9082,0.65,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,69162,8645,0.46,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,71395,6836,0.46,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,76283,8846,0.35,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,213148,12610,0.87,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,123482,6584,0.66,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,60984,4897,0.9,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,176272,13859,0.55,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,49959,2930,0.46,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Free,222802,14848,0.73,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,LATAM,Mexico,Premium,45645,2353,0.77,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,170026,9789,0.6,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,314825,17558,0.8,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,107444,6090,0.31,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,75466,6684,0.85,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,91167,7579,0.74,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,253597,15797,0.67,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,147585,14823,0.64,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,60931,3504,0.51,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,28112,1431,0.47,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,234992,16142,0.93,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,152545,13031,0.49,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,208227,14230,0.65,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,32568,1839,0.59,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,277919,17291,0.85,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,165464,8607,0.68,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,182474,11342,0.48,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,93104,7337,0.35,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,243129,14478,0.65,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,25628,2242,0.47,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,114411,10932,0.64,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,81310,4839,0.31,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,287269,24134,0.92,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Free,69919,5217,0.74,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,India,Premium,210134,16361,0.82,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,138590,13258,0.51,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,53763,3896,0.58,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,110990,11410,0.55,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,139529,10598,0.8,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,89937,5698,0.38,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,263572,17852,0.68,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,122438,8556,0.37,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,95561,10307,0.53,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,128290,6657,0.25,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,229400,14194,0.65,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,72926,3791,0.52,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,147531,8160,0.54,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,135379,8471,0.5,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,143563,8454,0.91,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,90120,6796,0.75,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,119937,7308,0.55,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,22993,1240,0.62,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,86645,10579,0.49,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,112033,8294,0.62,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,158187,13186,0.89,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,210480,14484,0.35,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,155285,7822,0.6,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Free,96468,9209,0.65,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,APAC,South Korea,Premium,212121,13259,0.84,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,133741,12179,0.6,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,225590,12959,0.66,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,85043,6381,0.26,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,166725,12228,0.46,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,35383,2060,0.45,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,240025,25691,0.71,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,90073,5639,0.69,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,320532,18139,0.45,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,17748,1251,0.52,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,89598,4850,0.86,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,191688,10993,0.57,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,116344,9840,0.9,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,39010,2778,0.35,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,426736,25131,0.67,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,60183,4454,0.46,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,58106,6174,0.53,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,241980,16824,0.64,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,153680,18674,0.53,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,48750,3979,0.3,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,67458,5749,0.53,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,81393,7529,0.36,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,280294,21599,0.83,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Free,58163,3555,0.6,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,UAE,Premium,35112,2411,0.74,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,221421,13534,0.5,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,121793,7469,0.55,2024-01
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,95362,5905,0.64,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,125584,7170,0.48,2024-02
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,65725,3528,0.36,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,175643,10529,0.72,2024-03
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,178444,9847,0.49,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,96472,6829,0.86,2024-04
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,181143,13323,0.29,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,59365,5220,0.55,2024-05
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,151103,14842,0.62,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,206993,23285,0.64,2024-06
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,104241,5220,0.53,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,224447,17998,0.48,2024-07
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,42457,3414,0.27,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,157555,14846,0.78,2024-08
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,178582,11459,0.3,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,208135,12102,0.74,2024-09
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,188863,15477,0.59,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,153122,9913,0.82,2024-10
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,120454,9902,0.45,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,203426,15413,0.84,2024-11
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Free,66665,3898,0.4,2024-12
Bad Bunny,Bad Bunny Hit Track,Latin,MENA,Saudi Arabia,Premium,216758,14390,0.54,2024-12
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,147627,11270,0.7,2024-01
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,355408,23668,0.52,2024-01
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,87421,5493,0.65,2024-02
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,280787,17951,0.82,2024-02
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,36609,3258,0.35,2024-03
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,131134,11733,0.78,2024-03
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,61443,3103,0.64,2024-04
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,215944,20359,0.68,2024-04
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,86059,4639,0.37,2024-05
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,276400,15880,0.66,2024-05
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,112572,9457,0.7,2024-06
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,37195,2191,0.86,2024-06
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,128095,6409,0.41,2024-07
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,171021,21195,0.68,2024-07
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,40729,3446,0.73,2024-08
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,135740,16625,0.49,2024-08
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,20931,2561,0.63,2024-09
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,184881,19275,0.71,2024-09
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,183943,11870,0.68,2024-10
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,117057,7474,0.82,2024-10
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,218447,17240,0.36,2024-11
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,77561,6408,0.71,2024-11
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Free,132683,9963,0.5,2024-12
The Weeknd,The Weeknd Hit Track,R&B,North America,USA,Premium,242348,16030,0.48,2024-12
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,58026,3597,0.44,2024-01
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,407301,47072,0.77,2024-01
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,43959,3888,0.33,2024-02
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,140650,13459,0.47,2024-02
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,92062,5100,0.33,2024-03
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,207417,20623,0.68,2024-03
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,230013,11776,0.52,2024-04
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,377123,25118,0.87,2024-04
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,46916,3104,0.43,2024-05
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,43328,4806,0.75,2024-05
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,77530,4873,0.36,2024-06
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,235994,18871,0.85,2024-06
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,28974,1451,0.27,2024-07
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,252324,16355,0.92,2024-07
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,104082,8656,0.28,2024-08
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,44955,2403,0.6,2024-08
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,228307,17569,0.33,2024-09
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,227331,24678,0.53,2024-09
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,235180,13743,0.73,2024-10
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,341926,28696,0.6,2024-10
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,73455,4099,0.43,2024-11
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,50444,2686,0.84,2024-11
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Free,41920,4251,0.29,2024-12
The Weeknd,The Weeknd Hit Track,R&B,North America,Canada,Premium,410047,26614,0.53,2024-12
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,211173,15012,0.32,2024-01
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,168434,9102,0.67,2024-01
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,41764,2518,0.39,2024-02
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,357324,23995,0.78,2024-02
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,74659,7185,0.27,2024-03
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,198000,10602,0.64,2024-03
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,182717,13385,0.58,2024-04
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,114506,9281,0.88,2024-04
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,30436,1857,0.46,2024-05
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,312630,17549,0.71,2024-05
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,175439,12643,0.57,2024-06
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,370042,21896,0.59,2024-06
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,24581,2404,0.39,2024-07
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,161540,8575,0.75,2024-07
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,115453,7771,0.32,2024-08
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,346924,18524,0.62,2024-08
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,204290,11639,0.34,2024-09
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,180252,12657,0.71,2024-09
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,33122,4136,0.69,2024-10
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,73410,6563,0.73,2024-10
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,111857,10314,0.72,2024-11
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,142072,13084,0.9,2024-11
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Free,130282,7606,0.33,2024-12
The Weeknd,The Weeknd Hit Track,R&B,Europe,UK,Premium,200836,12209,0.92,2024-12
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,63958,3566,0.34,2024-01
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,56683,3596,0.56,2024-01
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,112507,6509,0.31,2024-02
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,267388,20167,0.87,2024-02
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,210910,12373,0.36,2024-03
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,88849,9513,0.75,2024-03
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,28128,2240,0.65,2024-04
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,50714,3206,0.56,2024-04
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,163512,9073,0.71,2024-05
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,161959,9036,0.71,2024-05
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,146165,11223,0.4,2024-06
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,40817,2608,0.75,2024-06
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,33393,2827,0.67,2024-07
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,161676,13246,0.91,2024-07
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,172949,11914,0.42,2024-08
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,287040,23762,0.49,2024-08
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,16774,842,0.52,2024-09
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,59628,5743,0.53,2024-09
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,74664,6621,0.42,2024-10
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,160809,11779,0.78,2024-10
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,106248,9422,0.34,2024-11
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,193808,22360,0.45,2024-11
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Free,184848,14291,0.45,2024-12
The Weeknd,The Weeknd Hit Track,R&B,Europe,Germany,Premium,70812,6135,0.6,2024-12
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,21667,2106,0.34,2024-01
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,94235,5273,0.54,2024-01
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,190561,16635,0.5,2024-02
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,140763,9030,0.74,2024-02
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,32057,3752,0.36,2024-03
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,438991,24590,0.73,2024-03
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,58457,3969,0.72,2024-04
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,345073,37291,0.74,2024-04
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,103947,5258,0.36,2024-05
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,378786,23101,0.76,2024-05
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,26567,2875,0.34,2024-06
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,204999,15669,0.85,2024-06
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,265038,20117,0.42,2024-07
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,292688,21688,0.56,2024-07
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,101595,10522,0.59,2024-08
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,417720,30427,0.63,2024-08
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,48765,5656,0.53,2024-09
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,195450,14177,0.87,2024-09
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,44282,2968,0.63,2024-10
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,92157,4802,0.51,2024-10
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,108671,8327,0.55,2024-11
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,257605,25930,0.78,2024-11
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Free,93675,4894,0.67,2024-12
The Weeknd,The Weeknd Hit Track,R&B,Europe,France,Premium,50609,2928,0.47,2024-12
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Free,117812,9612,0.53,2024-01
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Premium,72319,6110,0.67,2024-01
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Free,117646,12690,0.43,2024-02
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Premium,216344,19082,0.56,2024-02
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Free,147722,14948,0.66,2024-03
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Premium,187786,10122,0.73,2024-03
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Free,48901,2914,0.73,2024-04
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Premium,173047,9109,0.77,2024-04
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Free,49282,4184,0.27,2024-05
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Premium,187828,10496,0.52,2024-05
The Weeknd,The Weeknd Hit Track,R&B,LATAM,Brazil,Free,31575,1741,0.47,2024-06
